LSTM,label_type,lstm_hidden_units,model,classification accuracy,acc std,F1,F1 std,data,n_ranges,
True,valence_labels,8,ConTL,70.03,11.85,72.23,10.92,4,4
False,valence_labels,8,ConTL,69.98,11.4,72.56,11.2,4,4
